userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,age_group
1859444,15,30,1998,8,male,223.0,0,0,0,0,0,0,0,0,10-20
1757068,15,22,1998,8,male,22.0,0,0,0,0,0,0,0,0,10-20
1998492,15,18,1998,8,female,11.0,0,0,0,0,0,0,0,0,10-20
1536686,15,18,1998,9,male,37.0,0,0,0,0,0,0,0,0,10-20
2070224,15,12,1998,10,male,18.0,0,0,0,0,0,0,0,0,10-20
1608131,15,1,1998,10,male,27.0,0,0,0,0,0,0,0,0,10-20
1483131,17,2,1996,11,male,21.0,0,0,0,0,0,0,0,0,10-20
1677748,17,10,1996,11,female,26.0,0,0,0,0,0,0,0,0,10-20
1703844,17,27,1996,11,male,12.0,0,0,0,0,0,0,0,0,10-20
1695626,17,20,1996,12,male,764.0,0,0,0,0,0,0,0,0,10-20
1054620,17,31,1996,12,male,22.0,0,0,0,0,0,0,0,0,10-20
1885663,16,16,1997,1,female,332.0,0,0,0,0,0,0,0,0,10-20
1174983,16,2,1997,1,male,290.0,0,0,0,0,0,0,0,0,10-20
1300831,16,26,1997,1,male,29.0,0,0,0,0,0,0,0,0,10-20
1106680,16,24,1997,1,female,71.0,0,0,0,0,0,0,0,0,10-20
1712570,16,17,1997,1,male,0.0,0,0,0,0,0,0,0,0,10-20
1505398,16,1,1997,1,male,108.0,0,0,0,0,0,0,0,0,10-20
2071007,16,1,1997,1,male,29.0,0,0,0,0,0,0,0,0,10-20
1387870,16,16,1997,2,male,264.0,0,0,0,0,0,0,0,0,10-20
1997182,16,4,1997,3,male,363.0,0,0,0,0,0,0,0,0,10-20
1409046,16,3,1997,3,male,152.0,0,0,0,0,0,0,0,0,10-20
1020864,16,15,1997,4,male,312.0,0,0,0,0,0,0,0,0,10-20
1662734,16,28,1997,4,female,66.0,0,0,0,0,0,0,0,0,10-20
1917166,16,3,1997,4,female,31.0,0,0,0,0,0,0,0,0,10-20
1689737,16,23,1997,4,male,21.0,0,0,0,0,0,0,0,0,10-20
1011372,16,16,1997,5,female,374.0,0,0,0,0,0,0,0,0,10-20
2191252,16,12,1997,5,male,223.0,0,0,0,0,0,0,0,0,10-20
2064115,16,17,1997,5,male,2.0,0,0,0,0,0,0,0,0,10-20
1449467,16,2,1997,6,male,163.0,0,0,0,0,0,0,0,0,10-20
1505097,16,12,1997,6,male,142.0,0,0,0,0,0,0,0,0,10-20
1306187,16,4,1997,6,male,9.0,0,0,0,0,0,0,0,0,10-20
1430230,16,22,1997,7,male,147.0,0,0,0,0,0,0,0,0,10-20
2126242,16,25,1997,7,female,52.0,0,0,0,0,0,0,0,0,10-20
1096123,16,17,1997,7,male,5.0,0,0,0,0,0,0,0,0,10-20
1733413,16,29,1997,8,male,589.0,0,0,0,0,0,0,0,0,10-20
2153790,16,24,1997,8,male,465.0,0,0,0,0,0,0,0,0,10-20
1639871,16,11,1997,8,female,390.0,0,0,0,0,0,0,0,0,10-20
1542192,16,15,1997,8,female,150.0,0,0,0,0,0,0,0,0,10-20
1664129,16,23,1997,8,female,192.0,0,0,0,0,0,0,0,0,10-20
1972405,16,5,1997,8,male,53.0,0,0,0,0,0,0,0,0,10-20
1063625,16,5,1997,8,male,5.0,0,0,0,0,0,0,0,0,10-20
1637546,16,9,1997,9,male,245.0,0,0,0,0,0,0,0,0,10-20
1941254,16,27,1997,9,female,145.0,0,0,0,0,0,0,0,0,10-20
1683116,16,15,1997,10,female,498.0,0,0,0,0,0,0,0,0,10-20
1930035,16,8,1997,10,male,81.0,0,0,0,0,0,0,0,0,10-20
2183422,16,7,1997,10,female,24.0,0,0,0,0,0,0,0,0,10-20
1935024,16,10,1997,10,male,3.0,0,0,0,0,0,0,0,0,10-20
1590837,18,30,1995,11,male,587.0,0,0,0,0,0,0,0,0,10-20
1124403,18,13,1995,11,male,577.0,0,0,0,0,0,0,0,0,10-20
1364002,18,27,1995,11,male,80.0,0,0,0,0,0,0,0,0,10-20
2113653,18,4,1995,11,female,15.0,0,0,0,0,0,0,0,0,10-20
1331161,18,27,1995,12,male,715.0,0,0,0,0,0,0,0,0,10-20
1806987,18,5,1995,12,male,64.0,0,0,0,0,0,0,0,0,10-20
2038590,18,17,1995,12,female,235.0,0,0,0,0,0,0,0,0,10-20
2167676,18,6,1995,12,male,201.0,0,0,0,0,0,0,0,0,10-20
2115759,18,13,1995,12,male,25.0,0,0,0,0,0,0,0,0,10-20
1392458,18,18,1995,12,female,19.0,0,0,0,0,0,0,0,0,10-20
2130453,18,16,1995,12,female,0.0,0,0,0,0,0,0,0,0,10-20
1787586,18,1,1995,12,male,0.0,0,0,0,0,0,0,0,0,10-20
1857274,17,2,1996,1,female,531.0,0,0,0,0,0,0,0,0,10-20
1217755,17,1,1996,1,male,465.0,0,0,0,0,0,0,0,0,10-20
1236697,17,1,1996,1,male,2.0,0,0,0,0,0,0,0,0,10-20
1305639,17,2,1996,3,male,146.0,0,0,0,0,0,0,0,0,10-20
1169785,17,11,1996,3,male,81.0,0,0,0,0,0,0,0,0,10-20
1338620,17,14,1996,3,male,13.0,0,0,0,0,0,0,0,0,10-20
1283356,17,8,1996,4,male,410.0,0,0,0,0,0,0,0,0,10-20
1189040,17,15,1996,4,male,364.0,0,0,0,0,0,0,0,0,10-20
2126886,17,17,1996,4,male,331.0,0,0,0,0,0,0,0,0,10-20
1418034,17,9,1996,4,female,14.0,0,0,0,0,0,0,0,0,10-20
2011449,17,18,1996,4,male,12.0,0,0,0,0,0,0,0,0,10-20
1765562,17,5,1996,4,male,0.0,0,0,0,0,0,0,0,0,10-20
1132306,17,1,1996,4,male,36.0,0,0,0,0,0,0,0,0,10-20
1829874,17,12,1996,5,male,175.0,0,0,0,0,0,0,0,0,10-20
1992636,17,13,1996,6,male,379.0,0,0,0,0,0,0,0,0,10-20
1745834,17,20,1996,6,female,172.0,0,0,0,0,0,0,0,0,10-20
2014775,17,11,1996,6,male,14.0,0,0,0,0,0,0,0,0,10-20
1258751,17,5,1996,7,male,671.0,0,0,0,0,0,0,0,0,10-20
1433135,17,16,1996,7,male,545.0,0,0,0,0,0,0,0,0,10-20
1608002,17,4,1996,7,male,388.0,0,0,0,0,0,0,0,0,10-20
1406080,17,19,1996,7,male,112.0,0,0,0,0,0,0,0,0,10-20
1436760,17,9,1996,8,male,166.0,0,0,0,0,0,0,0,0,10-20
1371735,17,11,1996,8,male,14.0,0,0,0,0,0,0,0,0,10-20
1134075,17,1,1996,8,female,14.0,0,0,0,0,0,0,0,0,10-20
1805783,17,8,1996,9,male,14.0,0,0,0,0,0,0,0,0,10-20
1863042,17,24,1996,9,male,29.0,0,0,0,0,0,0,0,0,10-20
1144392,17,9,1996,10,female,374.0,0,0,0,0,0,0,0,0,10-20
1397700,17,10,1996,10,male,51.0,0,0,0,0,0,0,0,0,10-20
1195181,17,14,1996,10,male,7.0,0,0,0,0,0,0,0,0,10-20
1195657,19,11,1994,11,male,152.0,0,0,0,0,0,0,0,0,10-20
1837868,19,11,1994,11,male,116.0,0,0,0,0,0,0,0,0,10-20
1499423,19,28,1994,11,male,33.0,0,0,0,0,0,0,0,0,10-20
1926687,19,12,1994,11,female,20.0,0,0,0,0,0,0,0,0,10-20
1684975,19,15,1994,11,female,39.0,0,0,0,0,0,0,0,0,10-20
1427988,19,19,1994,11,male,1.0,0,0,0,0,0,0,0,0,10-20
1466108,19,17,1994,12,male,304.0,0,0,0,0,0,0,0,0,10-20
1865261,19,6,1994,12,male,243.0,0,0,0,0,0,0,0,0,10-20
1997609,19,9,1994,12,male,223.0,0,0,0,0,0,0,0,0,10-20
1809067,19,21,1994,12,male,18.0,0,0,0,0,0,0,0,0,10-20
1771745,19,4,1994,12,female,10.0,0,0,0,0,0,0,0,0,10-20
1419434,18,10,1995,1,male,184.0,0,0,0,0,0,0,0,0,10-20
1217995,18,26,1995,1,male,23.0,0,0,0,0,0,0,0,0,10-20
1797921,18,10,1995,1,male,13.0,0,0,0,0,0,0,0,0,10-20
1926902,18,19,1995,1,male,5.0,0,0,0,0,0,0,0,0,10-20
1055143,18,16,1995,1,male,13.0,0,0,0,0,0,0,0,0,10-20
2135230,18,1,1995,1,male,532.0,0,0,0,0,0,0,0,0,10-20
2152684,18,1,1995,1,male,288.0,0,0,0,0,0,0,0,0,10-20
1829876,18,1,1995,1,male,112.0,0,0,0,0,0,0,0,0,10-20
2124960,18,1,1995,1,female,13.0,0,0,0,0,0,0,0,0,10-20
1233567,18,1,1995,1,male,6.0,0,0,0,0,0,0,0,0,10-20
1473866,18,1,1995,1,female,0.0,0,0,0,0,0,0,0,0,10-20
2137248,18,10,1995,2,female,368.0,0,0,0,0,0,0,0,0,10-20
1345501,18,2,1995,2,male,6.0,0,0,0,2,0,0,0,2,10-20
1391733,18,19,1995,2,female,10.0,0,0,0,0,0,0,0,0,10-20
1566554,18,4,1995,3,male,213.0,0,0,0,0,0,0,0,0,10-20
1355491,18,20,1995,3,male,218.0,0,0,0,0,0,0,0,0,10-20
1315805,18,9,1995,3,male,119.0,0,0,0,0,0,0,0,0,10-20
1279723,18,21,1995,3,male,20.0,0,0,0,0,0,0,0,0,10-20
1657516,18,16,1995,3,male,23.0,0,0,0,0,0,0,0,0,10-20
1483400,18,23,1995,4,male,969.0,0,0,0,0,0,0,0,0,10-20
1597450,18,16,1995,4,male,185.0,0,0,0,0,0,0,0,0,10-20
1873685,18,17,1995,4,female,105.0,0,0,0,0,0,0,0,0,10-20
1697288,18,25,1995,4,female,27.0,0,0,0,0,0,0,0,0,10-20
1066015,18,30,1995,5,male,290.0,0,0,0,0,0,0,0,0,10-20
2014766,18,18,1995,5,female,244.0,0,0,0,0,0,0,0,0,10-20
1299611,18,16,1995,5,male,187.0,0,0,0,0,0,0,0,0,10-20
1671638,18,4,1995,5,male,38.0,0,0,0,0,0,0,0,0,10-20
2095653,18,2,1995,5,female,21.0,0,0,0,0,0,0,0,0,10-20
2156614,18,5,1995,5,male,7.0,0,0,0,0,0,0,0,0,10-20
1113350,18,8,1995,6,male,582.0,0,0,0,0,0,0,0,0,10-20
1925696,18,3,1995,6,male,380.0,0,0,0,3,0,3,0,0,10-20
1953166,18,23,1995,6,male,18.0,0,0,0,0,0,0,0,0,10-20
1447319,18,6,1995,6,male,14.0,0,0,0,0,0,0,0,0,10-20
1213224,18,12,1995,6,male,16.0,0,0,0,0,0,0,0,0,10-20
1620718,18,1,1995,6,male,1.0,0,0,0,0,0,0,0,0,10-20
1740994,18,3,1995,7,female,336.0,0,0,0,0,0,0,0,0,10-20
1738708,18,14,1995,7,male,612.0,0,0,0,0,0,0,0,0,10-20
1602191,18,15,1995,7,male,100.0,0,0,0,0,0,0,0,0,10-20
1804128,18,18,1995,7,male,15.0,0,0,0,1,0,0,0,1,10-20
1826582,18,25,1995,7,male,24.0,0,0,0,0,0,0,0,0,10-20
1847360,18,12,1995,7,female,26.0,0,0,0,0,0,0,0,0,10-20
2072899,18,5,1995,7,male,22.0,0,0,0,0,0,0,0,0,10-20
1807988,18,20,1995,7,male,11.0,0,0,0,0,0,0,0,0,10-20
1044397,18,2,1995,7,male,13.0,0,0,0,0,0,0,0,0,10-20
1892920,18,25,1995,8,male,184.0,0,0,0,0,0,0,0,0,10-20
1161951,18,11,1995,8,male,80.0,0,0,0,0,0,0,0,0,10-20
2187313,18,28,1995,8,female,22.0,0,0,0,0,0,0,0,0,10-20
1080891,18,17,1995,8,male,6.0,0,0,0,0,0,0,0,0,10-20
1593499,18,1,1995,8,female,19.0,0,0,0,0,0,0,0,0,10-20
1879279,18,16,1995,9,male,1.0,0,0,0,0,0,0,0,0,10-20
2035530,18,9,1995,10,female,510.0,0,0,0,0,0,0,0,0,10-20
1383408,18,6,1995,10,male,445.0,0,0,0,0,0,0,0,0,10-20
1981734,18,31,1995,10,male,7.0,0,0,0,0,0,0,0,0,10-20
2099593,20,14,1993,11,male,294.0,0,0,0,0,0,0,0,0,10-20
1209993,20,26,1993,11,male,159.0,0,0,0,0,0,0,0,0,10-20
1202760,20,22,1993,11,male,24.0,0,0,0,0,0,0,0,0,10-20
1138174,20,4,1993,12,female,96.0,0,0,0,0,0,0,0,0,10-20
1395517,19,1,1994,1,male,341.0,0,0,0,0,0,0,0,0,10-20
2075884,19,1,1994,1,male,214.0,0,0,0,0,0,0,0,0,10-20
1606305,19,10,1994,2,male,252.0,0,0,0,0,0,0,0,0,10-20
1235916,19,7,1994,2,male,212.0,0,0,0,0,0,0,0,0,10-20
1440680,19,21,1994,3,male,723.0,0,0,0,0,0,0,0,0,10-20
1896939,19,22,1994,3,male,10.0,0,0,0,0,0,0,0,0,10-20
1534928,19,3,1994,3,male,14.0,0,0,0,0,0,0,0,0,10-20
1919950,19,22,1994,3,female,17.0,0,0,0,0,0,0,0,0,10-20
2045059,19,1,1994,3,male,23.0,0,0,0,0,0,0,0,0,10-20
1664233,19,23,1994,4,male,520.0,0,0,0,0,0,0,0,0,10-20
1301349,19,17,1994,4,female,280.0,0,0,0,0,0,0,0,0,10-20
1632155,19,8,1994,4,female,199.0,0,0,0,0,0,0,0,0,10-20
2082063,19,6,1994,4,female,48.0,0,0,0,0,0,0,0,0,10-20
1915520,19,19,1994,4,female,1.0,0,0,0,0,0,0,0,0,10-20
1908036,19,5,1994,4,male,2.0,0,0,0,0,0,0,0,0,10-20
1498375,19,4,1994,4,male,0.0,0,0,0,0,0,0,0,0,10-20
1462261,19,3,1994,4,male,4.0,0,0,0,0,0,0,0,0,10-20
1636222,19,28,1994,5,male,427.0,0,0,0,0,0,0,0,0,10-20
1569745,19,28,1994,5,male,263.0,0,0,0,1,0,1,0,0,10-20
1306666,19,5,1994,5,male,27.0,0,0,0,0,0,0,0,0,10-20
1572240,19,1,1994,5,male,20.0,0,0,0,0,0,0,0,0,10-20
1647229,19,15,1994,6,male,298.0,0,0,0,0,0,0,0,0,10-20
1648893,19,5,1994,6,male,161.0,0,0,0,0,0,0,0,0,10-20
1151847,19,13,1994,6,male,62.0,0,0,0,0,0,0,0,0,10-20
1210477,19,16,1994,7,female,612.0,0,0,0,0,0,0,0,0,10-20
1362816,19,11,1994,7,male,324.0,0,0,0,0,0,0,0,0,10-20
1957627,19,6,1994,7,female,157.0,0,0,0,0,0,0,0,0,10-20
2088905,19,7,1994,7,male,0.0,0,0,0,0,0,0,0,0,10-20
1750800,19,21,1994,8,male,769.0,0,0,0,0,0,0,0,0,10-20
1532322,19,16,1994,8,male,225.0,0,0,0,0,0,0,0,0,10-20
2107449,19,3,1994,8,male,0.0,0,0,0,0,0,0,0,0,10-20
1476153,19,6,1994,9,male,226.0,0,0,0,0,0,0,0,0,10-20
1761879,19,4,1994,9,male,182.0,0,0,0,0,0,0,0,0,10-20
1380116,19,25,1994,9,male,16.0,0,0,0,0,0,0,0,0,10-20
1525634,19,1,1994,9,male,263.0,0,0,0,0,0,0,0,0,10-20
1130417,19,23,1994,10,male,692.0,0,0,0,0,0,0,0,0,10-20
1307168,19,10,1994,10,male,242.0,0,0,0,0,0,0,0,0,10-20
1283872,19,4,1994,10,male,138.0,0,0,0,0,0,0,0,0,10-20
1150162,19,11,1994,10,female,101.0,0,0,0,0,0,0,0,0,10-20
1816337,19,4,1994,10,male,4.0,0,0,0,0,0,0,0,0,10-20
1724334,21,21,1992,11,male,251.0,0,0,0,0,0,0,0,0,21-30
1439541,21,4,1992,11,male,16.0,0,0,0,0,0,0,0,0,21-30
1787342,21,29,1992,12,male,1244.0,0,0,0,0,0,0,0,0,21-30
1592756,21,25,1992,12,male,669.0,0,0,0,0,0,0,0,0,21-30
2160210,21,31,1992,12,male,11.0,0,0,0,0,0,0,0,0,21-30
1804604,20,18,1993,1,female,797.0,0,0,0,0,0,0,0,0,10-20
1251517,20,30,1993,1,male,508.0,0,0,0,0,0,0,0,0,10-20
1212857,20,6,1993,1,male,27.0,0,0,0,0,0,0,0,0,10-20
1018870,20,1,1993,1,female,33.0,0,0,0,0,0,0,0,0,10-20
2015792,20,26,1993,2,male,1610.0,0,0,0,0,0,0,0,0,10-20
1602988,20,10,1993,2,male,130.0,0,0,0,0,0,0,0,0,10-20
1994885,20,27,1993,2,male,174.0,0,0,0,0,0,0,0,0,10-20
1783684,20,10,1993,2,female,42.0,0,0,0,0,0,0,0,0,10-20
1336099,20,14,1993,2,male,45.0,0,0,0,0,0,0,0,0,10-20
1370224,20,13,1993,3,male,473.0,0,0,0,0,0,0,0,0,10-20
1072317,20,3,1993,3,male,143.0,0,0,0,0,0,0,0,0,10-20
2089737,20,25,1993,3,male,51.0,0,0,0,0,0,0,0,0,10-20
1235102,20,10,1993,4,female,453.0,0,0,0,0,0,0,0,0,10-20
1516074,20,22,1993,4,female,184.0,0,0,0,0,0,0,0,0,10-20
1564549,20,11,1993,4,male,75.0,0,0,0,0,0,0,0,0,10-20
1420068,20,14,1993,4,female,58.0,0,0,0,0,0,0,0,0,10-20
1913310,20,11,1993,4,male,15.0,0,0,0,0,0,0,0,0,10-20
1225065,20,1,1993,4,male,285.0,0,0,0,0,0,0,0,0,10-20
1083587,20,4,1993,5,male,723.0,0,0,0,0,0,0,0,0,10-20
1397431,20,21,1993,5,female,353.0,0,0,0,0,0,0,0,0,10-20
1973958,20,7,1993,5,male,313.0,0,0,0,0,0,0,0,0,10-20
1228944,20,29,1993,5,female,182.0,0,0,0,0,0,0,0,0,10-20
1836279,20,11,1993,5,male,106.0,0,0,0,0,0,0,0,0,10-20
1720173,20,21,1993,6,female,495.0,0,0,0,0,0,0,0,0,10-20
1592509,20,11,1993,6,male,105.0,0,0,0,0,0,0,0,0,10-20
1916310,20,10,1993,7,male,559.0,0,0,0,0,0,0,0,0,10-20
1850196,20,16,1993,7,female,58.0,0,0,0,0,0,0,0,0,10-20
1605360,20,23,1993,7,female,27.0,0,0,0,0,0,0,0,0,10-20
1240950,20,5,1993,8,male,695.0,0,0,0,0,0,0,0,0,10-20
1180040,20,24,1993,8,female,434.0,0,0,0,0,0,0,0,0,10-20
2013214,20,17,1993,8,male,214.0,0,0,0,0,0,0,0,0,10-20
1329394,20,15,1993,8,female,26.0,0,0,0,0,0,0,0,0,10-20
1082641,20,22,1993,8,male,5.0,0,0,0,0,0,0,0,0,10-20
1381445,20,6,1993,9,female,79.0,0,0,0,0,0,0,0,0,10-20
1142251,20,1,1993,9,female,446.0,0,0,0,0,0,0,0,0,10-20
1842312,20,27,1993,10,male,670.0,0,0,0,0,0,0,0,0,10-20
1559228,20,21,1993,10,male,589.0,0,0,0,0,0,0,0,0,10-20
1342174,20,22,1993,10,female,400.0,0,0,0,0,0,0,0,0,10-20
1935430,20,15,1993,10,male,382.0,0,0,0,0,0,0,0,0,10-20
1653427,20,2,1993,10,male,182.0,0,0,0,0,0,0,0,0,10-20
1979801,22,17,1991,11,male,11.0,0,0,0,0,0,0,0,0,21-30
1747347,22,30,1991,12,male,199.0,0,0,0,0,0,0,0,0,21-30
2138260,22,18,1991,12,male,4.0,0,0,0,0,0,0,0,0,21-30
1595249,21,14,1992,1,male,523.0,0,0,0,0,0,0,0,0,21-30
2068781,21,19,1992,1,female,484.0,0,0,0,0,0,0,0,0,21-30
2132033,21,21,1992,1,male,350.0,0,0,0,0,0,0,0,0,21-30
1860368,21,3,1992,1,male,300.0,0,0,0,0,0,0,0,0,21-30
